inv2,inv1
04455523-1,05295154-1
04809317-2,05295154-1
04877949-1,05295154-1
04882475-1,05295154-1
04972463-5,05295154-1
05031098-4,05295154-1
05070536-3,05295154-1
05295154-1,05295154-1
05295154-3,05295154-1
05347115-3,05295154-1
05408382-4,05295154-1
05500872-1,05295154-1
05602854-4,05295154-1
04004619-3,05295154-3
04240299-2,05295154-3
04455523-1,05295154-3
04877949-1,05295154-3
04882475-1,05295154-3
04972463-5,05295154-3
05031098-4,05295154-3
05070536-3,05295154-3
05295154-1,05295154-3
05295154-3,05295154-3
05347115-3,05295154-3
05408382-4,05295154-3
05602854-4,05295154-3
04234845-1,05295196-4
05295196-4,05295196-4
05740382-2,05295196-4
03883136-1,05296094-1
04201152-1,05296094-1
04808259-2,05296094-1
04808884-3,05296094-1
04872947-6,05296094-1
05110712-2,05296094-1
05158644-1,05296094-1
05178739-1,05296094-1
05260236-2,05296094-1
05292137-3,05296094-1
05296094-1,05296094-1
05376223-1,05296094-1
05421891-3,05296094-1
05423918-3,05296094-1
05437757-1,05296094-1
05444018-1,05296094-1
05451784-1,05296094-1
05462080-1,05296094-1
05491603-2,05296094-1
05534108-1,05296094-1
05540824-3,05296094-1
05565074-2,05296094-1
05605637-2,05296094-1
05674321-1,05296094-1
05702530-3,05296094-1
05737177-1,05296094-1
05740009-3,05296094-1
05792269-4,05296094-1
05801065-4,05296094-1
05837058-3,05296094-1
05871321-2,05296094-1
05891350-7,05296094-1
05965035-1,05296094-1
05965035-3,05296094-1
05965463-1,05296094-1
05968324-4,05296094-1
05989349-2,05296094-1
05995235-1,05296094-1
06008139-2,05296094-1
06054379-4,05296094-1
06056267-1,05296094-1
06074514-1,05296094-1
06074954-2,05296094-1
06076482-7,05296094-1
06080529-6,05296094-1
06085688-3,05296094-1
06113731-8,05296094-1
06136211-4,05296094-1
06140612-2,05296094-1
06189484-2,05296094-1
06211092-1,05296094-1
06273022-4,05296094-1
06323647-3,05296094-1
06326307-4,05296094-1
06340435-2,05296094-1
06340435-7,05296094-1
06352049-15,05296094-1
06352049-5,05296094-1
06353210-5,05296094-1
06364957-4,05296094-1
06364957-6,05296094-1
06380096-1,05296094-1
06399501-3,05296094-1
06403491-1,05296094-1
06403491-2,05296094-1
06403491-7,05296094-1
06440864-1,05296094-1
06440864-2,05296094-1
06440864-4,05296094-1
06451703-4,05296094-1
06570650-1,05296094-1
04234845-1,05296411-1
04566175-2,05296411-1
04578859-1,05296411-1
04628299-2,05296411-1
04635345-2,05296411-1
04910165-2,05296411-1
05296411-1,05296411-1
05296411-2,05296411-1
05308722-1,05296411-1
05370923-2,05296411-1
05384272-2,05296411-1
05442175-1,05296411-1
05654215-2,05296411-1
05714005-2,05296411-1
05714392-3,05296411-1
05731217-3,05296411-1
05736423-1,05296411-1
05770482-3,05296411-1
05783469-2,05296411-1
05783497-2,05296411-1
05851307-3,05296411-1
05918128-2,05296411-1
06013546-3,05296411-1
06022749-2,05296411-1
06022749-3,05296411-1
06268634-2,05296411-1
06383874-3,05296411-1
04234845-1,05296411-2
04578859-1,05296411-2
04635345-2,05296411-2
04910165-2,05296411-2
05293052-2,05296411-2
05296411-1,05296411-2
05296411-2,05296411-2
05361526-1,05296411-2
05370923-2,05296411-2
05372951-3,05296411-2
05384272-2,05296411-2
05442175-1,05296411-2
05654215-2,05296411-2
05679605-1,05296411-2
05679605-5,05296411-2
05714392-3,05296411-2
05731217-3,05296411-2
05770482-3,05296411-2
05783469-2,05296411-2
05783497-2,05296411-2
05851307-3,05296411-2
05895259-2,05296411-2
05918128-2,05296411-2
06013546-3,05296411-2
06022749-3,05296411-2
06057068-1,05296411-2
06096643-1,05296411-2
06136616-3,05296411-2
06157078-1,05296411-2
06258681-2,05296411-2
04903087-2,05296760-1
05296760-1,05296760-1
05799049-2,05296760-1
06650167-2,05296760-1
04879720-4,05297144-1
05297144-1,05297144-1
05376894-1,05297144-1
05696760-1,05297144-1
05297151-3,05297151-3
06237121-1,05297151-3
05297258-1,05297258-1
05708799-1,05297258-1
06173345-1,05297258-1
06182188-4,05297258-1
06199159-1,05297258-1
05123092-1,05297272-3
05297272-3,05297272-3
05451892-1,05297272-3
05564060-2,05297272-3
05680482-3,05297272-3
05953335-1,05297272-3
06285601-1,05297272-3
05297279-1,05297279-1
05422828-2,05297279-1
05499146-1,05297279-1
05740363-1,05297279-1
05896176-1,05297279-1
05969755-1,05297279-1
06054991-1,05297279-1
06054991-4,05297279-1
06054991-5,05297279-1
06054991-6,05297279-1
04330419-2,05297755-3
05200359-5,05297755-3
05231306-1,05297755-3
05232875-5,05297755-3
05297755-3,05297755-3
05540810-2,05297755-3
05616069-2,05297755-3
05645682-1,05297755-3
05679169-1,05297755-3
05952671-2,05297755-3
06103636-4,05297755-3
06103636-5,05297755-3
06220934-1,05297755-3
06220934-2,05297755-3
05298733-1,05298733-1
06664779-1,05298733-1
06856014-2,05298733-1
03911353-1,05298801-1
05039954-1,05298801-1
05079518-1,05298801-1
05298801-1,05298801-1
05633638-1,05298801-1
06285865-3,05298801-1
06441655-1,05298801-1
06583747-3,05298801-1
04009400-2,05299147-1
04523110-1,05299147-1
04650544-2,05299147-1
04677589-2,05299147-1
04884123-3,05299147-1
05036224-1,05299147-1
05237694-1,05299147-1
05299147-1,05299147-1
05300786-4,05299147-1
05455528-2,05299147-1
05582881-2,05299147-1
05795820-1,05299147-1
05880511-1,05299147-1
05960322-3,05299147-1
05300379-1,05300379-1
05348826-2,05300379-1
06279249-2,05300379-1
06373111-1,05300379-1
06610123-1,05300379-1
04650544-2,05300786-4
04677589-2,05300786-4
04789760-3,05300786-4
04884123-3,05300786-4
05037506-2,05300786-4
05237694-1,05300786-4
05299147-1,05300786-4
05300786-4,05300786-4
05582881-2,05300786-4
05717612-1,05300786-4
05795820-1,05300786-4
05821036-5,05300786-4
05858844-3,05300786-4
05963816-3,05300786-4
05969807-2,05300786-4
06171739-2,05300786-4
06458686-1,05300786-4
05283478-2,05300805-1
05300805-1,05300805-1
05300830-1,05300830-1
05524096-1,05300830-1
05787097-2,05300830-1
05787097-4,05300830-1
04819047-1,05301006-1
05083007-2,05301006-1
05301006-1,05301006-1
05430305-1,05301006-1
05705821-2,05301006-1
05990488-3,05301006-1
06107107-2,05301006-1
06146014-2,05301006-1
06210981-1,05301006-1
06248600-3,05301006-1
06248600-5,05301006-1
06300148-3,05301006-1
06348364-2,05301006-1
06348364-4,05301006-1
06403388-5,05301006-1
06468917-2,05301006-1
06488405-1,05301006-1
06546513-1,05301006-1
06546513-2,05301006-1
06546513-9,05301006-1
06635839-2,05301006-1
05301118-1,05301118-1
06191475-1,05301118-1
06672902-2,05301118-1
06672902-4,05301118-1
05301298-3,05301298-3
05671383-1,05301298-3
06397297-1,05301298-3
06647545-4,05301298-3
05301300-1,05301300-1
03862891-1,05301420-2
05301420-2,05301420-2
03916707-1,05302238-2
04411230-1,05302238-2
04859304-1,05302238-2
04936950-1,05302238-2
05091290-1,05302238-2
05302238-2,05302238-2
05656886-2,05302238-2
05676853-1,05302238-2
05899799-2,05302238-2
06066507-4,05302238-2
06175184-1,05302238-2
04962294-9,05302477-3
05302477-3,05302477-3
05907464-2,05302477-3
05994660-5,05302477-3
06228694-3,05302477-3
06362091-4,05302477-3
06709898-4,05302477-3
06876053-3,05302477-3
06876053-4,05302477-3
05162532-1,05302589-3
05302589-3,05302589-3
05491237-3,05302589-3
06063923-2,05302589-3
04645562-3,05303002-1
05303002-1,05303002-1
05928817-2,05303002-1
06380821-4,05303002-1
06627362-2,05303002-1
06913706-2,05303002-1
05303171-4,05303171-4
06732264-2,05303171-4
04104086-1,05304398-2
05304398-2,05304398-2
06593241-1,05304398-2
04906314-1,05304842-2
05304842-2,05304842-2
03883136-1,05305424-2
03965279-1,05305424-2
04479831-2,05305424-2
04587138-4,05305424-2
04717461-6,05305424-2
04744056-2,05305424-2
04769785-1,05305424-2
04797631-1,05305424-2
04904960-1,05305424-2
04933304-1,05305424-2
05072288-2,05305424-2
05178739-2,05305424-2
05257359-3,05305424-2
05305424-2,05305424-2
05467220-1,05305424-2
05622608-2,05305424-2
05650052-2,05305424-2
05837058-2,05305424-2
05911113-1,05305424-2
05921855-1,05305424-2
05985759-7,05305424-2
05990000-1,05305424-2
06037257-4,05305424-2
06042700-1,05305424-2
06218301-1,05305424-2
06218301-2,05305424-2
06220941-7,05305424-2
06344297-2,05305424-2
06430824-1,05305424-2
06436819-1,05305424-2
06436819-2,05305424-2
06554470-2,05305424-2
06554470-3,05305424-2
06571224-1,05305424-2
06811470-2,05305424-2
06887786-1,05305424-2
05305749-1,05305749-1
03936048-2,05306181-3
05306181-3,05306181-3
06393950-1,05306181-3
06617507-1,05306181-3
04776804-6,05306670-2
05306670-2,05306670-2
05586010-1,05306670-2
05628662-3,05306670-2
04858186-1,05306963-3
05046046-2,05306963-3
05306963-3,05306963-3
05487033-1,05306963-3
05677869-4,05306963-3
05731242-1,05306963-3
06163225-1,05306963-3
06356062-1,05306963-3
06434049-5,05306963-3
05306967-1,05306967-1
06665927-2,05306967-1
04070632-1,05307083-1
05307083-1,05307083-1
05880592-2,05307083-1
06061509-3,05307083-1
06061509-4,05307083-1
06158030-4,05307083-1
06321356-2,05307083-1
04064882-1,05307309-1
04221977-1,05307309-1
04879631-2,05307309-1
04897568-1,05307309-1
04897568-6,05307309-1
05032892-4,05307309-1
05307309-1,05307309-1
05307320-2,05307320-2
05313577-4,05307320-2
05307981-1,05307981-1
06340846-3,05307981-1
05308132-2,05308132-2
05431332-4,05308132-2
05239631-3,05308342-2
05308342-2,05308342-2
06161877-1,05308342-2
06161877-3,05308342-2
03892973-3,05308417-5
03923559-1,05308417-5
03933860-1,05308417-5
03986255-1,05308417-5
04289842-1,05308417-5
04411023-1,05308417-5
04421996-2,05308417-5
04499691-1,05308417-5
04585730-1,05308417-5
04613400-3,05308417-5
04714536-4,05308417-5
04785962-1,05308417-5
04808259-2,05308417-5
04872947-6,05308417-5
04882129-2,05308417-5
05021121-1,05308417-5
05065118-2,05308417-5
05085727-1,05308417-5
05112776-1,05308417-5
05128797-2,05308417-5
05158644-1,05308417-5
05178739-1,05308417-5
05187454-2,05308417-5
05201990-3,05308417-5
05210466-3,05308417-5
05220515-1,05308417-5
05260236-2,05308417-5
05292399-2,05308417-5
05308417-5,05308417-5
05332443-7,05308417-5
05456757-1,05308417-5
05558956-1,05308417-5
05614055-2,05308417-5
05643364-3,05308417-5
05644467-2,05308417-5
05667631-2,05308417-5
05761023-5,05308417-5
05835335-2,05308417-5
05835391-1,05308417-5
05844195-4,05308417-5
05861066-3,05308417-5
05955858-2,05308417-5
05968324-4,05308417-5
06054379-3,05308417-5
06054379-4,05308417-5
06070551-2,05308417-5
06070551-5,05308417-5
06083344-5,05308417-5
06083344-8,05308417-5
06093966-5,05308417-5
06143078-2,05308417-5
06143078-3,05308417-5
06143078-5,05308417-5
06170428-10,05308417-5
06192829-4,05308417-5
06192829-5,05308417-5
06192829-6,05308417-5
06192829-8,05308417-5
06200911-3,05308417-5
06239553-1,05308417-5
06245690-4,05308417-5
06303523-8,05308417-5
06447651-5,05308417-5
06481901-2,05308417-5
06523563-2,05308417-5
06596653-2,05308417-5
06709218-5,05308417-5
06709218-7,05308417-5
06709218-8,05308417-5
06867126-1,05308417-5
06869896-3,05308417-5
03938317-1,05308722-1
04578859-1,05308722-1
04590258-2,05308722-1
04635345-2,05308722-1
05296411-1,05308722-1
05308722-1,05308722-1
05370923-2,05308722-1
05714392-3,05308722-1
05773315-1,05308722-1
06057068-1,05308722-1
06178256-3,05308722-1
06226781-3,05308722-1
06242273-2,05308722-1
05019532-1,05309088-1
05309088-1,05309088-1
05576992-1,05309088-1
06010829-1,05309088-1
06087220-2,05309088-1
04210785-2,05309173-2
05087834-1,05309173-2
05309173-2,05309173-2
06141739-4,05309173-2
06192430-3,05309173-2
05153710-1,05309351-2
05309351-2,05309351-2
05309351-3,05309351-2
05153710-1,05309351-3
05309351-2,05309351-3
05309351-3,05309351-3
05177455-1,05309482-1
05309482-1,05309482-1
05444697-2,05309482-1
06240083-3,05309482-1
06342810-2,05309482-1
06342810-3,05309482-1
06342810-4,05309482-1
05147691-3,05309840-2
05258212-1,05309840-2
05309840-2,05309840-2
06545267-1,05309840-2
03948813-2,05311054-3
05145412-4,05311054-3
05187448-1,05311054-3
05311054-3,05311054-3
05671284-1,05311054-3
06417094-2,05311054-3
06445039-1,05311054-3
06580156-2,05311054-3
06798249-4,05311054-3
06950355-0,05311054-3
06960819-3,05311054-3
05311061-1,05311061-1
04794591-1,05311080-1
04827428-2,05311080-1
05311080-1,05311080-1
05986471-6,05311080-1
06020755-1,05311080-1
06404226-1,05311080-1
06480026-2,05311080-1
06483342-2,05311080-1
06483342-3,05311080-1
06483342-5,05311080-1
06483342-6,05311080-1
06483342-8,05311080-1
06720329-2,05311080-1
05311080-3,05311080-3
06496969-1,05311080-3
06496969-3,05311080-3
06496969-4,05311080-3
05311150-2,05311150-2
05672961-1,05311150-2
06188498-2,05311150-2
05311600-1,05311600-1
05312455-1,05312455-1
06229134-1,05312455-1
04844869-1,05312717-7
05032233-3,05312717-7
05259924-2,05312717-7
05312717-7,05312717-7
05382550-1,05312717-7
06107002-1,05312717-7
06121133-4,05312717-7
06335531-3,05312717-7
04931946-4,05313224-1
05185602-4,05313224-1
05313224-1,05313224-1
05440244-2,05313224-1
05440244-4,05313224-1
05440244-5,05313224-1
05313224-4,05313224-4
05619703-2,05313224-4
05313577-2,05313577-2
06446186-2,05313577-2
04064118-1,05313577-3
05313577-3,05313577-3
05307320-2,05313577-4
05313577-4,05313577-4
05857117-2,05313577-4
03984813-1,05313586-1
04635217-1,05313586-1
05313586-1,05313586-1
05644327-5,05313586-1
06437903-1,05313586-1
03882484-1,05314572-1
05314572-1,05314572-1
05326726-1,05314572-1
05345824-1,05314572-1
05100355-2,05314845-5
05314845-5,05314845-5
06051284-3,05314845-5
06060397-2,05314845-5
06060397-3,05314845-5
06060397-6,05314845-5
03916707-1,05314869-2
05314869-2,05314869-2
05616400-1,05314869-2
05656886-1,05314869-2
05656886-2,05314869-2
05676853-1,05314869-2
05700718-1,05314869-2
06008063-1,05314869-2
05315156-1,05315156-1
05424676-1,05315156-1
05428837-3,05315156-1
06016076-1,05315156-1
04175552-1,05315172-1
04276730-1,05315172-1
04511811-1,05315172-1
04677318-1,05315172-1
04701636-2,05315172-1
05001368-1,05315172-1
05121006-1,05315172-1
05128565-1,05315172-1
05163070-1,05315172-1
05166604-2,05315172-1
05198706-1,05315172-1
05241224-3,05315172-1
05274581-2,05315172-1
05293623-2,05315172-1
05315172-1,05315172-1
05317210-1,05315172-1
05341308-1,05315172-1
05434514-2,05315172-1
05477474-2,05315172-1
05537341-2,05315172-1
05543730-6,05315172-1
05550782-6,05315172-1
05592102-1,05315172-1
05592102-3,05315172-1
05631576-1,05315172-1
05754063-1,05315172-1
05821787-2,05315172-1
05872529-1,05315172-1
05977793-4,05315172-1
06154059-4,05315172-1
06201747-2,05315172-1
06462577-6,05315172-1
06462577-7,05315172-1
06605962-7,05315172-1
06630842-10,05315172-1
06630842-11,05315172-1
06826741-9,05315172-1
04612432-1,05315174-1
04742252-1,05315174-1
05315174-1,05315174-1
05408145-1,05315174-1
05436579-1,05315174-1
05315230-1,05315230-1
04977993-1,05315255-1
05315255-1,05315255-1
05696031-1,05315255-1
05971256-3,05315255-1
06048744-2,05315255-1
06158647-3,05315255-1
04977542-3,05315548-9
05315548-9,05315548-9
05706234-5,05315548-9
06055206-1,05315548-9
06198679-1,05315548-9
05315651-1,05315651-1
04181564-2,05316645-4
04872947-3,05316645-4
05316645-4,05316645-4
05441768-5,05316645-4
05549756-1,05316645-4
05788778-1,05316645-4
04419533-5,05316969-1
04497022-5,05316969-1
04650544-2,05316969-1
04894353-1,05316969-1
04965739-1,05316969-1
05316969-1,05316969-1
05455528-2,05316969-1
05482881-3,05316969-1
05504017-2,05316969-1
05536940-1,05316969-1
05587945-4,05316969-1
05600578-2,05316969-1
05614765-5,05316969-1
05617991-2,05316969-1
05672521-2,05316969-1
05804856-1,05316969-1
05819355-1,05316969-1
05880511-1,05316969-1
05960322-3,05316969-1
06005808-2,05316969-1
06008094-2,05316969-1
06080630-2,05316969-1
06225229-1,05316969-1
06403433-2,05316969-1
06756600-4,05316969-1
06756600-5,05316969-1
04960298-1,05317177-1
04992838-1,05317177-1
05317177-1,05317177-1
05317177-2,05317177-1
05317177-5,05317177-1
05317177-6,05317177-1
05578849-7,05317177-1
05629225-5,05317177-1
06381166-3,05317177-1
06381166-4,05317177-1
04653030-1,05317177-2
04960298-1,05317177-2
05021852-1,05317177-2
05317177-1,05317177-2
05317177-2,05317177-2
05317177-6,05317177-2
05869732-2,05317177-2
06381166-3,05317177-2
06381166-4,05317177-2
04960298-1,05317177-5
05201989-3,05317177-5
05317177-1,05317177-5
05317177-5,05317177-5
05317177-6,05317177-5
04960298-1,05317177-6
05317177-1,05317177-6
05317177-2,05317177-6
05317177-5,05317177-6
05317177-6,05317177-6
03861323-1,05317210-1
03912558-3,05317210-1
04019908-1,05317210-1
04099236-2,05317210-1
04160534-1,05317210-1
04434894-1,05317210-1
04831573-1,05317210-1
05001368-1,05317210-1
05036473-1,05317210-1
05121006-1,05317210-1
05138576-1,05317210-1
05315172-1,05317210-1
05317210-1,05317210-1
05341308-1,05317210-1
05422806-2,05317210-1
05455525-2,05317210-1
05477474-2,05317210-1
05568081-1,05317210-1
05568081-2,05317210-1
05670895-1,05317210-1
05693540-4,05317210-1
05949710-1,05317210-1
06025737-3,05317210-1
06121857-1,05317210-1
06154059-4,05317210-1
06195788-1,05317210-1
06239615-2,05317210-1
06239615-5,05317210-1
06323680-7,05317210-1
06366120-7,05317210-1
06407576-6,05317210-1
06724328-4,05317210-1
06724328-7,05317210-1
06771105-1,05317210-1
06842034-4,05317210-1
04618898-4,05317505-2
04736341-2,05317505-2
04868522-1,05317505-2
05317505-2,05317505-2
05351231-3,05317505-2
05412669-1,05317505-2
06314480-3,05317505-2
06314480-6,05317505-2
06314480-8,05317505-2
05111071-2,05317523-2
05119162-3,05317523-2
05257175-1,05317523-2
05317523-2,05317523-2
05477284-2,05317523-2
05317750-1,05317750-1
05455757-2,05317750-1
05318451-5,05318451-5
05381042-2,05318451-5
06198163-2,05318451-5
06258629-1,05318451-5
06258629-2,05318451-5
06258629-3,05318451-5
06258629-4,05318451-5
06309916-2,05318451-5
06319755-1,05318451-5
06340846-4,05318451-5
06452278-3,05318451-5
06459147-2,05318451-5
06459147-4,05318451-5
06459147-5,05318451-5
06459147-6,05318451-5
06469258-8,05318451-5
06476478-2,05318451-5
06608366-6,05318451-5
06630726-4,05318451-5
06756658-4,05318451-5
05319234-2,05319234-2
05319438-1,05319438-1
03900944-2,05319593-1
04446547-1,05319593-1
04464824-2,05319593-1
04871688-1,05319593-1
04893163-1,05319593-1
04936950-1,05319593-1
05167762-1,05319593-1
05185275-1,05319593-1
05200359-5,05319593-1
05213659-1,05319593-1
05258096-2,05319593-1
05319593-1,05319593-1
05379250-1,05319593-1
05442642-1,05319593-1
05576069-1,05319593-1
05578505-2,05319593-1
06087221-1,05319593-1
04038216-2,05321416-3
04357183-2,05321416-3
05206749-4,05321416-3
05321416-3,05321416-3
05630659-2,05321416-3
06073034-5,05321416-3
03965279-1,05321544-1
04301324-1,05321544-1
04714625-3,05321544-1
04940508-1,05321544-1
05083865-4,05321544-1
05292137-3,05321544-1
05321544-1,05321544-1
05467220-1,05321544-1
05650052-2,05321544-1
05656093-1,05321544-1
05685941-2,05321544-1
05801915-2,05321544-1
05861086-3,05321544-1
05861086-5,05321544-1
05880923-1,05321544-1
05990453-1,05321544-1
06030513-2,05321544-1
06055150-5,05321544-1
06057244-3,05321544-1
06057244-4,05321544-1
06108471-2,05321544-1
06152074-1,05321544-1
06190037-2,05321544-1
06190037-6,05321544-1
06190037-8,05321544-1
06310755-4,05321544-1
06475902-3,05321544-1
04742016-1,05321649-5
05032233-3,05321649-5
05321649-5,05321649-5
05363794-3,05321649-5
05438016-1,05321649-5
05625215-2,05321649-5
05843830-1,05321649-5
06111285-3,05321649-5
06194229-1,05321649-5
05134355-1,05322034-3
05322034-3,05322034-3
05491437-3,05322034-3
05912551-2,05322034-3
05943290-1,05322034-3
06489905-1,05322034-3
06501339-1,05322034-3
06653827-1,05322034-3
05322816-1,05322816-1
04866005-2,05323022-1
05272095-2,05323022-1
05323022-1,05323022-1
05718760-2,05323022-1
06261931-2,05323022-1
06265727-2,05323022-1
06350041-2,05323022-1
06515313-1,05323022-1
06791119-3,05323022-1
04749929-2,05323066-1
05059823-1,05323066-1
05323066-1,05323066-1
05748048-1,05323066-1
06586964-1,05323066-1
06661264-4,05323066-1
05323520-3,05323520-3
05685281-1,05323520-3
05744383-1,05323520-3
04056685-1,05324398-2
05324398-2,05324398-2
06853164-1,05324398-2
